"location","State.x","County","X..Smokers","X..Adults.with.Obesity","X..Physically.Inactive","X..With.Access.to.Exercise.Opportunities","X..Excessive.Drinking","X..Uninsured","Primary.Care.Physicians.Ratio","Mental.Health.Provider.Ratio","X..Vaccinated","X..Unemployed","X..Children.in.Poverty","Average.Daily.PM2.5","X","State.y","Life.Expectancy","Premature.age.adjusted.mortality","Age.Adjusted.Death.Rate","Child.Mortality.Rate","Infant.Mortality.Rate","Frequent.Physical.Distress","Frequent.Mental.Distress","Adults.with.Diabetes","HIV.Prevalence.Rate","Food.Insecure","Limited.Access.to.Healthy.Foods","Insufficient.Sleep","Uninsured.adults","Other.Primary.Care.Provider.Ratio","Median.Household.Income","Suicide.Rate..Age.Adjusted.","Average.Traffic.Volume.per.Meter.of.Major.Roadways","Population","less.than.18.years.of.age","pp.65.and.over","mean","sd","median","days","agg"
"Massachusetts Suffolk","Massachusetts","Suffolk",14,21,19,100,24,4,"675:1","121:1",48,3,24,7.6,351,"Massachusetts",81.2,6642,289,51,5,11,13,8,830,14,0,35,5,"320:01:00",68743,5,1041,807252,16.6,12,8.551144772,4.478742486,7.73913,29834,255114.8531
"Massachusetts Worcester","Massachusetts","Worcester",14,27,23,92,23,3,"1011:1","199:1",51,3.5,11,7.9,352,"Massachusetts",79.2,9071,315,41,5,11,12,9,261,9,5,34,4,"727:01:00",71767,9,140,830839,21,15.6,7.517791897,4.688828947,6.608696,9026,67855.58966
"Michigan Allegan","Michigan","Allegan",16,34,20,68,19,5,"4313:1","1139:1",43,3.3,14,11,353,"Michigan",79.1,1371,318,42,5,11,13,9,102,9,1,32,7,"3008:01:00",62247,14,133,117327,24.2,16.5,7.900340426,5.099285104,6.7,1175,9282.9
"Michigan Bay","Michigan","Bay",18,36,26,86,20,6,"2424:1","401:1",49,4.8,25,9.5,354,"Michigan",77.5,1579,387,43,5,12,13,9,93,12,8,36,7,"1299:01:00",50576,18,291,103923,20.3,20.4,7.567562956,3.72344011,6.8,5337,40388.0835
"Michigan Berrien","Michigan","Berrien",17,33,23,87,16,7,"1307:1","452:1",46,4.3,21,11.8,355,"Michigan",77.4,2254,388,60,7,13,14,12,174,15,10,32,9,"1159:01:00",51509,16,211,154141,21.8,19.7,8.266004184,5.077461246,7.25,956,7902.3
"Michigan Chippewa","Michigan","Chippewa",22,41,31,86,21,9,"1640:1","313:1",34,6.6,22,6.9,356,"Michigan",78.9,496,353,NA,NA,14,14,13,76,16,8,37,11,"1072:01:00",47380,19,10,37517,18.3,18,7.41108124,3.801812976,6.8,4760,35276.7467
"Michigan Genesee","Michigan","Genesee",19,35,26,86,18,7,"1157:1","348:1",48,4.9,29,10.2,357,"Michigan",75.3,6979,479,70,8,13,15,14,150,17,11,41,8,"1179:01:00",48370,14,344,406892,22.5,17.5,7.937028386,4.172394931,7.2,5206,41320.16978
"Michigan Ingham","Michigan","Ingham",18,32,20,89,22,6,"942:1","263:1",48,3.6,19,10.6,358,"Michigan",78.6,3170,357,56,7,13,14,9,171,15,11,36,7,"793:01:00",52837,14,556,292735,20,13.5,8.150933173,3.85208584,7.4,5305,43240.70048
"Michigan Kalamazoo","Michigan","Kalamazoo",18,31,19,78,22,6,"1048:1","263:1",52,3.4,17,11.7,359,"Michigan",79,2833,335,59,6,12,14,10,161,14,9,35,7,"666:01:00",55881,13,431,264870,21.6,15,8.457652542,3.967151337,7.666667,5827,49282.74137
"Michigan Kent","Michigan","Kent",15,30,20,91,22,6,"1109:1","287:1",50,3,15,11.5,360,"Michigan",79.9,6023,290,48,5,11,13,9,184,11,5,33,8,"533:01:00",61675,12,615,653786,24.1,13.7,8.927145128,4.68225379,7.9,9242,82504.67527
"Michigan Keweenaw","Michigan","Keweenaw",16,29,22,9,16,7,"","",26,6.9,19,5.7,361,"Michigan",78.1,36,386,NA,NA,12,14,7,NA,14,8,33,8,"2113:00:00",51641,NA,12,2113,14.8,36.8,3.339180766,2.850705271,2.4,1123,3749.9
"Michigan Lenawee","Michigan","Lenawee",17,40,28,71,20,6,"3653:1","439:1",47,4.1,14,10.8,362,"Michigan",78.1,1354,354,42,6,12,13,13,58,11,8,38,7,"2005:01:00",55762,14,51,98266,21.1,19,8.414716918,4.118149526,7.7,5192,43689.21024
"Michigan Macomb","Michigan","Macomb",19,32,25,95,22,6,"1854:1","536:1",49,4,16,11,363,"Michigan",77.9,11677,372,51,6,12,13,11,142,12,5,37,8,"1562:01:00",62191,14,799,874759,21,17,8.311710963,5.604076482,7,1204,10007.3
"Michigan Manistee","Michigan","Manistee",16,30,22,90,18,8,"1879:1","791:1",41,5.7,22,7.7,364,"Michigan",77.4,419,390,NA,NA,12,13,10,51,13,3,36,9,"943:01:00",47401,26,103,24528,17.4,25.8,6.176733977,4.54672611,5,1139,7035.3
"Michigan Missaukee","Michigan","Missaukee",18,37,23,67,19,8,"7499:1","5038:1",51,5,21,7.3,365,"Michigan",79.1,199,324,NA,NA,13,14,14,NA,12,2,38,9,"5038:01:00",48413,NA,10,15113,23,20.5,6.206948759,3.431894068,5.458333,5142,31916.13052
"Michigan Monroe","Michigan","Monroe",17,38,28,79,20,5,"3401:1","607:1",49,4.2,14,11,366,"Michigan",77.7,2121,382,41,5,11,12,11,70,11,6,35,6,"1979:01:00",62522,16,95,150439,21.4,18.1,9.265480132,5.512867416,8,1208,11192.7
"Michigan Muskegon","Michigan","Muskegon",20,36,24,77,20,6,"1639:1","476:1",52,4.5,22,10.3,367,"Michigan",77,2507,405,62,8,13,14,12,130,15,17,37,7,"765:01:00",49960,16,225,173588,23.1,17,8.485882353,5.609412426,7.3,425,3606.5
"Michigan Oakland","Michigan","Oakland",12,25,19,94,20,5,"717:1","291:1",50,3.3,10,11.1,368,"Michigan",80.2,13124,286,43,6,9,11,9,184,11,5,32,6,"770:01:00",80319,12,830,1259201,21,16.8,8.68188711,5.570289817,7.5,1187,10305.4
"Michigan Ottawa","Michigan","Ottawa",14,27,21,89,22,5,"1499:1","571:1",53,2.8,6,11.4,369,"Michigan",81.8,2099,227,41,5,11,12,8,52,8,9,32,6,"1816:01:00",70420,9,159,290494,24,15,8.666094421,5.565021546,7.3,699,6057.6
"Michigan Schoolcraft","Michigan","Schoolcraft",19,29,26,75,17,8,"1150:1","448:1",12,7.1,22,6.6,370,"Michigan",78.8,130,319,NA,NA,13,15,17,NA,16,10,35,10,"1009:01:00",44887,NA,44,8068,17,26.8,5.052980666,3.084014831,4.6,5136,25952.1087
"Michigan St. Clair","Michigan","St. Clair",18,34,26,73,20,6,"2097:1","410:1",46,4.7,20,11,371,"Michigan",77.1,2446,396,41,5,12,13,10,NA,12,13,32,7,"1374:01:00",56557,17,128,159337,20.8,18.8,8.450391829,4.297459568,7.625,5653,47770.06501
"Michigan Washtenaw","Michigan","Washtenaw",12,25,15,90,21,5,"578:1","189:1",56,3,13,11,372,"Michigan",81.4,2914,251,45,5,10,12,7,172,13,6,31,5,"327:01:00",72267,10,587,370963,18.6,13.8,8.631705778,4.18381768,7.9,5840,50409.16174
"Michigan Wayne","Michigan","Wayne",21,35,27,95,17,7,"1426:1","339:1",44,5.2,32,11.4,373,"Michigan",75.3,29275,493,75,10,14,15,12,457,20,4,42,8,"1200:01:00",46440,12,1337,1753893,23.6,15.4,10.02410009,5.462946127,9.1,39129,392233.0126
"Minnesota Anoka","Minnesota","Anoka",15,30,20,95,21,5,"1952:1","620:1",48,2.8,7,7.9,374,"Minnesota",81.4,3129,259,34,4,9,9,9,147,7,6,31,5,"1594:01:00",82284,14,157,353813,23.9,14.1,7.730081254,5.153980977,6.6,8623,66656.49066
"Minnesota Becker","Minnesota","Becker",17,30,27,65,21,7,"1218:1","491:1",48,3.6,16,6.8,375,"Minnesota",79.4,411,313,30,NA,9,10,9,43,10,13,29,7,"859:01:00",59440,18,35,34371,24.4,20.5,5.741367609,4.644578093,4.857143,6963,39977.14266
"Minnesota Beltrami","Minnesota","Beltrami",19,34,23,80,24,9,"1257:1","281:1",45,4.1,24,6.6,376,"Minnesota",78,537,370,92,10,12,12,10,62,13,7,31,10,"837:01:00",47073,17,96,46847,25.1,16.1,5.583161889,4.597933923,4.7,3758,20981.52238
"Minnesota Carlton","Minnesota","Carlton",20,30,21,73,22,5,"1543:1","689:1",52,4.1,11,6.6,377,"Minnesota",78.5,429,326,40,NA,9,10,10,47,10,7,32,6,"1433:01:00",60412,15,66,35837,22.4,17.1,4.66057913,3.553444778,4,3201,14918.5138
"Minnesota Cass","Minnesota","Cass",16,31,28,72,17,8,"2446:1","1181:1",36,5.1,20,6.6,378,"Minnesota",77.2,495,420,117,NA,10,12,12,78,11,5,29,9,"1968:01:00",48651,25,30,29519,21.1,25.9,5.253439396,4.436080211,4.4,1479,7769.836866
"Minnesota Cook","Minnesota","Cook",15,22,18,99,21,8,"540:1","1348:1",34,3.5,14,5.6,379,"Minnesota",82.2,71,267,NA,NA,10,11,9,NA,10,10,27,9,"5393:01:00",54465,NA,2,5393,15.8,28.6,4.976536543,3.298709297,4.333333,6435,32024.01265
"Minnesota Crow Wing","Minnesota","Crow Wing",17,30,22,70,20,5,"947:1","340:1",49,3.9,17,6.2,380,"Minnesota",79.9,780,299,29,NA,9,10,10,22,10,2,29,6,"914:01:00",53481,20,84,64889,21.7,22.4,5.725732864,4.294901,4.875,6991,40028.59845
"Minnesota Dakota","Minnesota","Dakota",14,29,18,97,21,4,"1512:1","570:1",53,2.5,8,8.3,381,"Minnesota",82.4,3147,220,36,5,8,9,8,119,7,5,30,5,"1866:01:00",86403,13,275,425423,24.4,14.2,7.363384733,4.852363752,6.208333,11731,86379.86631
"Minnesota Hennepin","Minnesota","Hennepin",12,23,16,100,24,5,"849:1","256:1",53,2.5,12,8.5,382,"Minnesota",81.3,10566,257,47,5,8,9,7,406,11,5,28,6,"621:01:00",76067,11,897,1259428,22,14,8.02401568,5.137218106,6.958333,16488,132299.9705
"Minnesota Lake","Minnesota","Lake",14,28,28,77,20,5,"1169:1","1523:1",51,3.1,12,6.4,383,"Minnesota",78.8,162,362,NA,NA,9,10,10,NA,8,3,27,5,"2665:01:00",61015,NA,0,10658,18.8,26,4.318250988,3.675591026,3.5,7958,34364.64136
"Minnesota Lyon","Minnesota","Lyon",15,31,23,76,21,5,"1230:1","557:1",52,2.9,14,6.8,384,"Minnesota",81.7,213,249,38,NA,10,10,10,52,10,7,30,6,"1025:01:00",57690,11,127,25629,25.8,15.8,6.576672369,4.751027759,5.5,7220,47483.57451
"Minnesota Olmsted","Minnesota","Olmsted",12,27,20,91,19,4,"440:1","264:1",60,2.3,8,8.1,385,"Minnesota",82.5,1171,227,38,4,8,10,8,157,8,3,30,5,"161:01:00",76001,11,270,156277,24.5,15.5,7.914050767,5.122417637,6.7,8196,64863.56009
"Minnesota Ramsey","Minnesota","Ramsey",14,26,19,100,21,6,"913:1","242:1",52,2.7,21,9,386,"Minnesota",79.9,5214,296,55,6,9,11,8,290,12,5,28,7,"754:01:00",62937,13,699,550210,23.3,14.4,8.019797079,5.223368697,6.9,16678,133754.1757
"Minnesota Rock","Minnesota","Rock",14,25,28,60,21,5,"949:1","785:1",57,2.3,12,7.9,387,"Minnesota",80,91,269,NA,NA,9,10,5,78,8,3,28,6,"3138:01:00",63503,NA,71,9414,25.6,19.8,6.701327434,4.294733955,5.6,678,4543.5
"Minnesota Scott","Minnesota","Scott",12,29,19,88,24,4,"1736:1","996:1",52,2.5,6,7.6,388,"Minnesota",82.5,883,202,29,3,8,9,8,87,6,3,31,5,"3779:01:00",101427,9,119,147381,27.5,10.9,7.268936015,4.737645931,6.25,1905,13847.32311
"Minnesota Stearns","Minnesota","Stearns",15,29,22,76,25,5,"1012:1","321:1",45,2.9,14,7,389,"Minnesota",82.2,1261,250,50,5,9,10,8,43,11,5,32,6,"608:01:00",60843,12,129,159256,23,15.1,6.763338829,4.847990857,5.583333,7096,47992.65233
"Minnesota Washington","Minnesota","Washington",11,25,16,94,20,3,"925:1","402:1",54,2.5,5,8.5,390,"Minnesota",82.2,1934,216,30,4,8,8,8,84,6,7,27,4,"1206:01:00",95840,11,150,259201,24.6,15,8.131492658,5.212091098,7.2,9461,76932.05204
"Minnesota Winona","Minnesota","Winona",15,30,25,96,23,6,"2423:1","535:1",59,2.6,11,8.6,391,"Minnesota",80.5,463,277,57,6,9,11,8,50,10,4,30,6,"1374:01:00",56076,14,114,50825,18,17,6.714101545,4.521153917,5.6,1834,12313.66223
"Minnesota Wright","Minnesota","Wright",15,32,20,86,22,4,"2238:1","897:1",50,3,5,7.3,392,"Minnesota",81.3,1004,235,27,4,8,9,7,42,7,2,29,5,"1948:01:00",87377,13,131,136349,27.9,12.6,7.341076395,4.962972499,6.2,7092,52062.91379
"Mississippi Adams","Mississippi","Adams",22,35,32,69,12,15,"1069:1","1040:1",45,6.2,40,9,393,"Mississippi",73.3,655,563,89,8,16,16,13,375,25,13,41,19,"800:01:00",33392,12,150,31192,20.1,18.8,10.41818182,3.958619288,9.7,121,1260.6
